page_type,location_country,referrer_host,ua_os,hour,total_orders_placed,total_checkouts,total_carts,total_sessions,total_pageviews,total_conversion,total_bounce_rate,ua_form_factor,referrer_source,referrer_name
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2020-04-24 06:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,Android,2019-08-08 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Collection,China,Unknown,Linux,2021-11-05 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,South Georgia and the South Sandwich Islands,Unknown,Mac OS X,2019-11-02 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,www.google.com,iOS,2021-10-17 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Homepage,Botswana,Unknown,Other,2019-08-06 10:00:00,0,0,0,1,1,0.0,1.0,Other,,
Product,Gabon,jones-shelton.com,Android,2019-09-03 10:00:00,6,7,10,11,12,0.5454545454545454,0.9090909090909091,Mobile,Unknown,
Cart,Dominica,tucker.info,iOS,2021-03-15 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Product,Cape Verde,m.instagram.com,Windows,2021-01-04 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Checkout,Bosnia and Herzegovina,Unknown,Android,2019-08-10 19:00:00,2,4,4,6,11,0.3333333333333333,0.16666666666666663,Mobile,,
Homepage,Dominica,jones-shelton.com,Mac OS X,2021-09-27 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Bosnia and Herzegovina,mclean.net,Windows,2019-08-02 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Dominica,Unknown,Android,2021-07-14 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Android,2019-12-15 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Collection,Bosnia and Herzegovina,Unknown,Windows,2021-02-19 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Dominica,Unknown,Android,2019-11-27 22:00:00,2,4,5,8,12,0.25,0.5,Mobile,,
Product,Botswana,Unknown,iOS,2021-06-21 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,Fedora,2020-09-24 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Collection,Dominica,Unknown,Mac OS X,2020-09-16 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bahamas,jones-shelton.com,Mac OS X,2021-01-04 15:00:00,2,3,4,6,6,0.3333333333333333,1.0,Desktop,Unknown,
Homepage,Estonia,l.instagram.com,iOS,2019-08-13 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Product,Bosnia and Herzegovina,Unknown,Android,2020-08-30 12:00:00,3,3,5,8,20,0.375,0.0,Mobile,,
Product,Bosnia and Herzegovina,Unknown,Mac OS X,2019-08-14 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Dominica,facebook.com,Windows,2021-01-31 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Facebook
Homepage,Cape Verde,Unknown,iOS,2019-08-17 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Android,2020-08-07 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,mclean.net,Linux,2020-11-07 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Product,Bosnia and Herzegovina,kaiser.info,Windows,2020-08-28 06:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Gabon,Unknown,Android,2019-08-24 07:00:00,1,1,1,3,3,0.3333333333333333,1.0,Mobile,,
Product,Bosnia and Herzegovina,Unknown,Android,2021-06-08 10:00:00,3,4,4,7,9,0.42857142857142855,0.7142857142857143,Mobile,,
Homepage,Cape Verde,myers.com,Mac OS X,2020-11-23 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,Android,2020-10-09 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bangladesh,Unknown,Android,2020-03-06 02:00:00,3,4,4,8,14,0.375,0.25,Mobile,,
Product,Sweden,Unknown,Android,2020-05-29 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Dominica,Unknown,Windows,2020-05-29 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,Unknown,iOS,2019-10-06 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Collection,Dominica,Unknown,iOS,2019-08-02 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Collection,Gabon,jones-shelton.com,iOS,2019-09-13 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Mayotte,Unknown,Android,2019-08-01 21:00:00,2,4,4,5,12,0.4,0.0,Mobile,,
Search,Bosnia and Herzegovina,l.instagram.com,Windows,2019-08-19 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Search,Gabon,jones-shelton.com,Mac OS X,2020-02-15 11:00:00,2,3,3,4,7,0.5,0.25,Desktop,Unknown,
Homepage,Gabon,mclean.net,Windows,2021-10-31 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Dominica,Unknown,iOS,2019-10-19 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Gabon,Unknown,Android,2021-07-21 22:00:00,1,1,2,4,7,0.25,0.25,Mobile,,
Product,Bosnia and Herzegovina,myers.com,Windows,2019-08-01 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Gabon,Unknown,Mac OS X,2021-08-15 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,l.instagram.com,Mac OS X,2020-09-03 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Iran,jones-shelton.com,iOS,2021-02-12 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Product,Gabon,Unknown,iOS,2020-06-11 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,jones-shelton.com,Android,2019-08-30 15:00:00,1,1,2,4,8,0.25,0.0,Mobile,Unknown,
Product,Bosnia and Herzegovina,Unknown,iOS,2020-08-13 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,jones-shelton.com,iOS,2019-08-22 15:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,myers.com,Windows,2020-03-18 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Indonesia,mclean.net,Mac OS X,2020-06-04 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Dominica,Unknown,iOS,2021-09-17 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Indonesia,www.bing.com,Mac OS X,2021-01-31 07:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Bing
Homepage,Bosnia and Herzegovina,www.google.com,Linux,2020-11-28 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Product,Bermuda,mclean.net,Other,2019-08-15 03:00:00,0,0,0,1,1,0.0,1.0,Other,Direct,
Homepage,Cape Verde,l.instagram.com,iOS,2020-03-06 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Cape Verde,m.instagram.com,iOS,2019-09-24 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Bosnia and Herzegovina,Unknown,Android,2020-06-02 11:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Iran,l.instagram.com,iOS,2019-08-10 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Dominica,jones-shelton.com,Linux,2020-03-02 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Gabon,www.instagram.com,Windows,2019-09-27 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Product,Dominica,mclean.net,Mac OS X,2021-07-24 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Product,Anguilla,www.google.com,Other,2020-11-09 13:00:00,3,4,5,8,11,0.375,0.625,Other,Search,Google
Product,Dominica,Unknown,Fedora,2019-08-10 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Falkland Islands (Malvinas),Unknown,Windows,2021-06-06 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Angola,Unknown,Mac OS X,2020-08-31 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,jones-shelton.com,Android,2020-02-07 07:00:00,1,2,2,4,5,0.25,0.75,Mobile,Unknown,
Product,Tanzania,www.google.com,Android,2021-02-06 08:00:00,6,12,13,18,28,0.3333333333333333,0.4444444444444444,Mobile,Search,Google
Product,Cape Verde,l.instagram.com,iOS,2019-08-15 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Product,Dominica,yandex.ru,Mac OS X,2021-02-01 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Yandex
Product,Bosnia and Herzegovina,Unknown,Other,2019-08-23 15:00:00,5,9,13,16,18,0.3125,0.875,Other,,
Homepage,Eritrea,Unknown,Linux,2020-03-09 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Cyprus,Unknown,iOS,2019-08-14 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Collection,Bosnia and Herzegovina,Unknown,Linux,2020-02-03 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,mclean.net,Linux,2021-10-07 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Product,Bosnia and Herzegovina,Unknown,Android,2020-06-22 16:00:00,3,6,9,12,14,0.25,0.8333333333333334,Mobile,,
Product,Anguilla,Unknown,Mac OS X,2019-08-16 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Mayotte,mclean.net,Android,2019-08-14 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Dominica,l.instagram.com,Android,2020-03-08 02:00:00,1,1,2,3,5,0.3333333333333333,0.33333333333333337,Mobile,Social,Instagram
Homepage,Gabon,www.instagram.com,iOS,2021-01-05 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Gabon,Unknown,Windows,2020-08-28 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,myers.com,Linux,2021-05-16 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Bosnia and Herzegovina,campbell.org,Linux,2021-08-30 01:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Gabon,facebook.com,Windows,2020-08-16 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Facebook
Homepage,Cyprus,Unknown,Mac OS X,2021-01-03 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,iOS,2020-09-03 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,South Georgia and the South Sandwich Islands,Unknown,Android,2020-07-22 13:00:00,5,10,13,15,26,0.3333333333333333,0.2666666666666667,Mobile,,
Product,Cape Verde,Unknown,Mac OS X,2021-12-05 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,m.instagram.com,Linux,2019-10-24 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Product,Bosnia and Herzegovina,Unknown,Android,2019-08-02 09:00:00,3,4,4,5,8,0.6,0.4,Mobile,,
Product,Martinique,Unknown,Android,2021-09-19 23:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Lesotho,yandex.ru,Android,2021-09-06 05:00:00,2,4,4,6,10,0.3333333333333333,0.33333333333333337,Mobile,Search,Yandex
Product,Indonesia,Unknown,Android,2020-08-25 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Bosnia and Herzegovina,mclean.net,Other,2019-08-10 20:00:00,1,1,2,3,7,0.3333333333333333,0.0,Other,Direct,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2021-08-22 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2021-02-28 00:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2019-08-11 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,www.google.com,iOS,2020-08-25 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Product,Angola,jones-shelton.com,Linux,2020-08-28 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2021-06-29 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Gabon,www.google.com,Android,2019-08-05 15:00:00,2,3,3,4,6,0.5,0.5,Mobile,Search,Google
Homepage,Bosnia and Herzegovina,jones-shelton.com,Mac OS X,2020-07-15 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,Windows,2019-08-06 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,www.google.com,iOS,2021-04-09 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Collection,Dominica,Unknown,Windows,2019-08-08 18:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,Mac OS X,2021-10-07 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Cape Verde,Unknown,Mac OS X,2021-09-26 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Cape Verde,Unknown,Mac OS X,2019-08-01 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Collection,Bosnia and Herzegovina,Unknown,Windows,2020-05-27 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Windows Phone,2020-09-23 13:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Gabon,myers.com,iOS,2020-08-01 13:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Product,Serbia,Unknown,Android,2020-03-27 07:00:00,6,11,12,15,17,0.4,0.8666666666666667,Mobile,,
Homepage,Iran,mclean.net,Windows,2021-05-24 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Cape Verde,mclean.net,Other,2020-06-03 08:00:00,0,0,0,1,1,0.0,1.0,Other,Direct,
Homepage,Gabon,www.google.co.uk,iOS,2019-08-21 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Homepage,Cape Verde,Unknown,iOS,2019-08-04 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Cape Verde,Unknown,Mac OS X,2021-01-23 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Collection,Bosnia and Herzegovina,Unknown,Android,2020-09-26 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Slovakia (Slovak Republic),Unknown,iOS,2020-11-24 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Serbia,Unknown,Linux,2020-03-27 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,Unknown,Android,2021-05-29 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,l.instagram.com,Android,2019-08-13 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Cape Verde,Unknown,Android,2020-05-02 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Guyana,Unknown,Android,2019-08-08 19:00:00,4,6,9,12,17,0.3333333333333333,0.5833333333333333,Mobile,,
Homepage,South Georgia and the South Sandwich Islands,Unknown,Mac OS X,2019-08-13 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Dominica,www.instagram.com,Mac OS X,2019-11-08 06:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Dominica,l.instagram.com,iOS,2021-09-22 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Gabon,Unknown,Android,2019-11-06 05:00:00,1,1,1,2,3,0.5,0.5,Mobile,,
Homepage,Falkland Islands (Malvinas),www.google.com,Mac OS X,2019-08-06 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Product,Dominica,Unknown,Android,2019-08-12 20:00:00,2,3,4,5,13,0.4,0.0,Mobile,,
Homepage,Lesotho,l.instagram.com,Windows,2020-05-14 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Collection,Dominica,mclean.net,Android,2019-08-05 15:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Cape Verde,www.google.com,Android,2019-08-25 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Product,Serbia,Unknown,iOS,2021-03-04 21:00:00,2,2,3,5,11,0.4,0.0,Mobile,,
Homepage,Gabon,Unknown,Linux,2021-03-26 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Estonia,jones-shelton.com,Tizen,2021-06-11 00:00:00,7,9,13,19,44,0.3684210526315789,0.0,Other,Unknown,
Homepage,Dominica,jones-shelton.com,Android,2021-08-25 03:00:00,1,1,1,2,5,0.5,0.0,Mobile,Unknown,
Product,Bosnia and Herzegovina,mclean.net,Android,2020-10-20 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Bosnia and Herzegovina,myers.com,Linux,2021-10-28 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Mayotte,Unknown,iOS,2021-11-06 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bangladesh,Unknown,Linux,2021-02-26 06:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,Unknown,Windows,2021-09-30 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2020-06-29 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Gabon,Unknown,Linux,2020-09-13 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
List of Collections,Dominica,myers.com,Android,2020-12-09 08:00:00,3,3,3,4,9,0.75,0.0,Mobile,Unknown,
Product,Dominica,Unknown,iOS,2021-08-26 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Martinique,www.google.com,Linux,2021-04-10 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Checkout,Dominica,Unknown,Android,2021-04-26 17:00:00,1,2,2,3,4,0.3333333333333333,0.6666666666666667,Mobile,,
Homepage,Dominica,l.instagram.com,Android,2019-09-27 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Product,Bosnia and Herzegovina,jones-shelton.com,Android,2020-06-03 11:00:00,5,8,9,15,30,0.3333333333333333,0.0,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2021-04-23 07:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Dominica,Unknown,Android,2021-01-29 07:00:00,2,3,4,7,10,0.2857142857142857,0.5714285714285714,Mobile,,
Homepage,Bangladesh,jones-shelton.com,iOS,2020-06-10 23:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Martinique,Unknown,Windows,2020-12-22 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Gabon,harrell.com,Android,2020-07-24 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Product,Dominica,mclean.net,Mac OS X,2020-12-04 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Product,Bosnia and Herzegovina,facebook.com,iOS,2019-08-04 22:00:00,1,2,3,5,8,0.2,0.4,Mobile,Social,Facebook
Homepage,Bosnia and Herzegovina,jones-shelton.com,Android,2019-07-26 19:00:00,2,3,4,6,9,0.3333333333333333,0.5,Mobile,Unknown,
Homepage,Cape Verde,m.instagram.com,Android,2021-03-04 13:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Checkout,Bosnia and Herzegovina,Unknown,Linux,2021-05-03 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Gabon,Unknown,Windows,2020-05-26 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Bosnia and Herzegovina,www.google.com,Android,2019-08-13 16:00:00,3,4,5,8,17,0.375,0.0,Mobile,Search,Google
Homepage,Cape Verde,myers.com,iOS,2019-08-06 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Product,Mayotte,mclean.net,Windows,2021-04-21 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Dominica,Unknown,Other,2019-09-23 07:00:00,1,1,2,3,6,0.3333333333333333,0.0,Other,,
Homepage,Bosnia and Herzegovina,Unknown,Android,2020-10-16 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Collection,Bermuda,Unknown,iOS,2019-07-28 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,Unknown,iOS,2021-11-10 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Switzerland,mclean.net,Windows,2021-10-19 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Gabon,Unknown,Windows,2020-03-27 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Dominica,Unknown,Windows,2021-12-18 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,mclean.net,Android,2020-05-24 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Product,Falkland Islands (Malvinas),Unknown,Android,2019-08-19 23:00:00,3,6,6,10,19,0.3,0.09999999999999998,Mobile,,
Homepage,Gabon,Unknown,Mac OS X,2020-05-08 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,www.google.com,Android,2020-12-28 17:00:00,1,1,1,2,4,0.5,0.0,Mobile,Search,Google
Homepage,China,mclean.net,Android,2021-01-10 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Cape Verde,Unknown,Windows,2019-10-13 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Collection,Dominica,facebook.com,Other,2020-09-18 23:00:00,3,3,5,7,9,0.42857142857142855,0.7142857142857143,Other,Social,Facebook
Homepage,Bosnia and Herzegovina,mclean.net,Android,2019-08-23 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Cape Verde,Unknown,Android,2019-08-16 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2020-01-05 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,iOS,2019-07-25 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Cart,Gabon,m.instagram.com,iOS,2020-09-22 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Gabon,Unknown,iOS,2019-08-20 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Android,2021-07-29 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Angola,jones-shelton.com,Android,2019-08-14 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,facebook.com,Linux,2020-07-30 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Facebook
Homepage,Cape Verde,Unknown,Android,2020-04-25 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Cape Verde,Unknown,Linux,2019-08-03 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2020-11-18 05:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2021-07-07 06:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Gabon,m.instagram.com,iOS,2019-08-13 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Dominica,Unknown,Windows,2020-10-28 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Gabon,l.facebook.com,iOS,2019-08-06 04:00:00,3,6,8,11,20,0.2727272727272727,0.18181818181818177,Mobile,Social,Facebook
Product,Cape Verde,mclean.net,Windows,2019-08-11 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Homepage,Cape Verde,Unknown,Linux,2021-10-01 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Estonia,Unknown,Other,2019-07-30 02:00:00,5,5,5,8,14,0.625,0.25,Other,,
Collection,Mayotte,Unknown,iOS,2021-02-07 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,Unknown,Android,2021-09-18 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Product,Anguilla,Unknown,iOS,2021-05-05 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Bosnia and Herzegovina,mclean.net,iOS,2021-08-06 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,
Homepage,Anguilla,Unknown,iOS,2021-11-11 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,,
Homepage,Dominica,l.instagram.com,Android,2021-10-10 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Botswana,Unknown,Mac OS X,2020-07-24 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Gabon,Unknown,Android,2021-07-16 11:00:00,4,8,8,9,15,0.4444444444444444,0.33333333333333337,Mobile,,
Homepage,Bosnia and Herzegovina,Unknown,Linux,2020-07-03 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Indonesia,jones-shelton.com,Windows,2021-01-05 07:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,
Homepage,Bosnia and Herzegovina,myers.com,Other,2021-04-28 11:00:00,2,3,5,7,11,0.2857142857142857,0.4285714285714286,Other,Unknown,
Homepage,Bermuda,mclean.net,Windows,2019-09-02 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,
Product,Estonia,Unknown,Linux,2019-11-30 18:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Maldives,Unknown,Linux,2021-12-03 06:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Gabon,jones-shelton.com,Android,2020-10-23 08:00:00,3,3,6,9,21,0.3333333333333333,0.0,Mobile,Unknown,
Homepage,Bosnia and Herzegovina,Unknown,Windows,2020-11-10 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Homepage,Bosnia and Herzegovina,www.google.com,Android,2020-10-26 18:00:00,1,2,3,5,6,0.2,0.8,Mobile,Search,Google
Homepage,Dominica,Unknown,Mac OS X,2019-08-30 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,,
Product,Cape Verde,Unknown,Android,2020-11-20 04:00:00,2,4,5,7,13,0.2857142857142857,0.1428571428571429,Mobile,,
Product,South Georgia and the South Sandwich Islands,Unknown,Other,2021-06-22 03:00:00,6,6,11,18,18,0.3333333333333333,1.0,Other,,
